Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
05/03/2018 08:00:00 AM,367,348
12/02/2017 03:00:00 AM,2,0
05/12/2016 04:00:00 PM,140,284
09/22/2014 05:00:00 PM,201,458
04/24/2018 04:00:00 AM,4,5
10/31/2012 09:00:00 AM,88,37
09/12/2013 07:00:00 AM,272,95
06/12/2017 09:00:00 PM,12,42
02/27/2018 03:00:00 AM,3,0
01/01/2015 11:00:00 AM,26,20
12/28/2012 10:00:00 AM,21,24
06/17/2014 09:00:00 PM,30,42
07/17/2014 12:00:00 AM,18,14
06/30/2017 09:00:00 AM,135,160
04/24/2013 11:00:00 AM,60,49
11/10/2014 12:00:00 AM,6,1
12/22/2012 09:00:00 PM,2,3
08/10/2017 06:00:00 AM,81,63
05/06/2014 11:00:00 PM,12,18
07/11/2016 01:00:00 AM,2,0
06/16/2013 09:00:00 AM,71,48
02/01/2014 10:00:00 PM,10,6
07/05/2015 05:00:00 PM,48,39
11/07/2016 03:00:00 PM,50,76
06/14/2016 07:00:00 PM,60,112
11/18/2017 03:00:00 AM,1,0
07/30/2015 10:00:00 AM,72,58
01/29/2018 01:00:00 AM,0,4
04/10/2016 02:00:00 AM,1,9
04/11/2014 07:00:00 PM,73,114
05/20/2018 07:00:00 AM,14,19
04/21/2013 11:00:00 AM,47,28
03/25/2018 12:00:00 PM,69,63
12/09/2016 12:00:00 AM,0,1
04/22/2018 05:00:00 PM,95,112
05/09/2017 11:00:00 AM,42,48
11/03/2014 01:00:00 AM,5,1
07/03/2014 11:00:00 PM,11,28
10/26/2012 07:00:00 PM,22,43
03/16/2015 06:00:00 PM,141,294
05/04/2016 01:00:00 AM,3,4
06/29/2018 02:00:00 PM,70,102
04/06/2016 12:00:00 AM,0,6
12/05/2013 02:00:00 PM,29,20
09/30/2015 01:00:00 AM,7,2
12/01/2012 02:00:00 PM,35,16
07/17/2013 11:00:00 AM,55,38
12/01/2014 08:00:00 AM,213,74
07/30/2015 06:00:00 PM,165,311
03/16/2017 12:00:00 AM,1,3
08/30/2013 07:00:00 AM,196,69
08/05/2013 05:00:00 AM,30,11
11/16/2015 06:00:00 AM,67,36
05/07/2016 04:00:00 PM,107,76
11/07/2013 05:00:00 AM,13,5
01/27/2015 04:00:00 AM,4,2
08/18/2017 04:00:00 AM,1,4
02/01/2013 04:00:00 PM,73,109
04/14/2014 05:00:00 PM,190,411
03/05/2014 12:00:00 PM,42,20
03/09/2017 02:00:00 PM,11,10
06/04/2017 08:00:00 PM,31,17
07/18/2014 09:00:00 AM,180,93
10/24/2017 11:00:00 PM,9,7
08/14/2013 06:00:00 AM,100,47
02/20/2017 07:00:00 AM,53,38
06/01/2018 08:00:00 AM,284,271
10/10/2013 08:00:00 AM,292,110
08/15/2015 07:00:00 PM,28,42
01/13/2013 12:00:00 PM,32,14
01/26/2018 01:00:00 PM,25,26
10/06/2014 10:00:00 AM,105,0
12/02/2013 08:00:00 PM,19,30
04/06/2013 08:00:00 AM,29,28
06/04/2014 10:00:00 AM,70,54
10/03/2014 09:00:00 AM,230,23
09/13/2015 09:00:00 PM,6,11
02/19/2015 12:00:00 PM,29,0
01/25/2014 08:00:00 PM,10,21
04/20/2013 09:00:00 AM,41,37
12/13/2017 08:00:00 AM,226,166
09/29/2014 01:00:00 AM,2,1
05/23/2014 01:00:00 PM,23,38
12/14/2016 02:00:00 PM,26,32
01/26/2016 01:00:00 AM,1,3
03/28/2014 12:00:00 AM,3,8
09/15/2016 06:00:00 AM,110,54
02/22/2013 08:00:00 PM,6,19
04/13/2015 02:00:00 AM,3,0
11/15/2013 10:00:00 AM,60,32
11/25/2016 05:00:00 PM,14,35
03/19/2013 04:00:00 PM,58,108
06/19/2014 05:00:00 PM,204,487
07/19/2016 01:00:00 PM,85,51
09/06/2016 05:00:00 PM,121,366
04/15/2018 01:00:00 AM,1,2
06/03/2013 08:00:00 PM,70,74
10/29/2017 01:00:00 AM,5,2
10/29/2012 06:00:00 AM,65,30
07/07/2015 01:00:00 PM,52,55
05/22/2017 01:00:00 PM,45,44
06/21/2018 05:00:00 AM,30,26
06/16/2018 02:00:00 AM,2,7
06/02/2018 12:00:00 AM,10,28
01/02/2018 05:00:00 AM,21,14
10/13/2016 07:00:00 PM,24,42
01/15/2016 08:00:00 PM,11,23
04/19/2018 10:00:00 AM,50,60
03/13/2014 08:00:00 PM,30,55
06/19/2014 06:00:00 PM,170,312
10/01/2017 03:00:00 PM,73,83
12/13/2013 10:00:00 PM,5,11
01/30/2013 04:00:00 AM,8,3
04/14/2015 11:00:00 PM,12,10
02/11/2014 07:00:00 AM,135,61
04/26/2015 04:00:00 AM,1,2
05/03/2013 12:00:00 AM,7,10
05/05/2013 10:00:00 AM,109,75
02/21/2017 07:00:00 PM,30,57
12/19/2012 08:00:00 PM,10,11
03/29/2018 02:00:00 AM,1,2
12/08/2014 10:00:00 PM,4,12
07/01/2016 08:00:00 PM,43,71
02/18/2016 06:00:00 PM,95,168
12/17/2015 01:00:00 PM,9,18
11/07/2012 11:00:00 AM,34,24
06/11/2016 08:00:00 PM,37,29
10/13/2012 02:00:00 AM,10,6
11/13/2015 10:00:00 AM,37,20
12/31/2016 08:00:00 AM,21,15
10/16/2014 08:00:00 PM,37,55
07/02/2014 05:00:00 PM,196,495
02/16/2016 06:00:00 AM,62,31
03/09/2014 12:00:00 AM,1,5
07/04/2017 02:00:00 PM,110,133
09/15/2016 01:00:00 AM,4,2
01/28/2017 07:00:00 PM,11,20
02/08/2016 02:00:00 AM,3,1
10/04/2015 12:00:00 AM,7,11
06/16/2018 11:00:00 PM,26,27
09/08/2013 12:00:00 PM,85,69
12/19/2015 01:00:00 AM,3,4
06/05/2013 06:00:00 PM,215,364
04/21/2016 12:00:00 AM,6,8
03/29/2014 04:00:00 AM,0,2
05/29/2014 07:00:00 PM,110,147
05/27/2016 09:00:00 PM,19,28
08/27/2017 03:00:00 AM,1,6
06/22/2018 07:00:00 AM,187,166
03/17/2015 08:00:00 AM,0,218
03/19/2014 11:00:00 PM,10,7
06/03/2018 11:00:00 PM,1,5
10/10/2013 05:00:00 PM,153,324
05/18/2015 06:00:00 AM,134,71
01/09/2014 01:00:00 PM,17,10
07/10/2017 09:00:00 PM,45,34
11/07/2012 12:00:00 PM,35,36
06/27/2013 04:00:00 PM,89,160
02/15/2013 10:00:00 AM,56,28
10/15/2012 10:00:00 AM,57,29
03/15/2014 11:00:00 AM,53,38
06/17/2014 02:00:00 AM,0,1
06/25/2016 08:00:00 AM,74,52
03/16/2014 08:00:00 AM,8,6
06/10/2016 11:00:00 PM,7,16
04/08/2015 05:00:00 AM,26,9
12/26/2014 05:00:00 PM,26,47
06/03/2013 06:00:00 AM,125,51
11/07/2016 09:00:00 PM,15,44
10/04/2014 09:00:00 AM,82,46
12/19/2013 03:00:00 PM,51,43
12/03/2016 06:00:00 AM,9,8
02/13/2016 04:00:00 AM,0,1
07/09/2017 04:00:00 AM,2,1
01/08/2018 08:00:00 AM,227,192
02/27/2017 12:00:00 AM,4,1
04/19/2014 04:00:00 PM,20,27
10/21/2017 06:00:00 PM,12,4
07/30/2013 07:00:00 PM,133,156
12/25/2016 08:00:00 PM,2,5
03/11/2016 05:00:00 PM,81,256
07/14/2013 04:00:00 PM,122,100
04/20/2014 11:00:00 AM,60,69
11/29/2017 03:00:00 PM,63,86
03/15/2018 01:00:00 AM,3,1
12/05/2015 12:00:00 PM,11,12
06/16/2015 09:00:00 PM,34,48
05/03/2014 01:00:00 PM,49,46
05/06/2014 05:00:00 AM,36,20
04/01/2013 09:00:00 AM,167,74
12/15/2016 12:00:00 PM,17,22
03/31/2014 05:00:00 AM,15,5
07/01/2015 12:00:00 PM,56,59
05/09/2015 04:00:00 AM,2,1
03/11/2013 11:00:00 AM,30,21
09/02/2017 07:00:00 PM,43,59
07/20/2013 08:00:00 AM,55,38
07/21/2017 01:00:00 AM,2,7
03/22/2016 11:00:00 AM,27,16
02/09/2016 11:00:00 AM,26,30
02/06/2016 06:00:00 PM,21,26
01/27/2017 10:00:00 PM,6,23
04/23/2015 08:00:00 PM,24,38
10/20/2012 05:00:00 PM,37,26
09/17/2017 04:00:00 AM,2,4
07/06/2013 12:00:00 PM,125,85
10/28/2016 09:00:00 PM,15,20
05/14/2014 02:00:00 PM,92,69
01/13/2013 09:00:00 PM,4,8
08/29/2015 01:00:00 AM,6,9
11/28/2015 03:00:00 PM,55,51
02/01/2016 04:00:00 PM,82,140
02/15/2014 07:00:00 AM,6,7
10/11/2013 03:00:00 PM,47,40
08/25/2013 06:00:00 AM,6,8
06/09/2017 11:00:00 PM,14,24
03/22/2017 09:00:00 PM,16,33
11/08/2015 03:00:00 AM,6,2
05/04/2015 01:00:00 AM,3,2
10/19/2016 12:00:00 PM,45,30
01/20/2015 08:00:00 AM,317,70
08/28/2017 08:00:00 PM,41,83
12/07/2012 12:00:00 AM,3,6
08/30/2014 12:00:00 PM,38,20
06/24/2016 09:00:00 AM,100,81
01/05/2017 04:00:00 PM,48,114
04/20/2016 11:00:00 AM,51,48
01/17/2015 09:00:00 AM,31,18
04/17/2018 09:00:00 PM,16,42
02/05/2016 01:00:00 PM,29,32
03/20/2017 03:00:00 PM,46,56
12/10/2017 05:00:00 PM,15,20
08/11/2015 01:00:00 PM,68,58
12/24/2017 04:00:00 PM,6,4
06/25/2014 07:00:00 PM,101,163
12/13/2015 10:00:00 PM,3,6
01/27/2015 07:00:00 PM,45,89
10/16/2015 09:00:00 PM,26,28
12/26/2014 08:00:00 AM,32,20
06/12/2016 11:00:00 PM,8,11
03/12/2013 09:00:00 PM,10,32
03/08/2017 07:00:00 PM,19,68
07/31/2017 05:00:00 PM,199,641
01/08/2013 12:00:00 PM,17,10
01/04/2016 05:00:00 AM,12,8
09/04/2014 06:00:00 AM,120,40
03/19/2016 01:00:00 AM,2,5
10/04/2015 01:00:00 PM,105,90
02/09/2018 12:00:00 PM,28,39
12/01/2013 12:00:00 AM,4,8
08/18/2017 08:00:00 PM,44,54
09/24/2014 12:00:00 AM,4,5
11/27/2013 08:00:00 PM,13,29
05/12/2016 06:00:00 PM,190,345
06/11/2015 07:00:00 AM,330,145
10/31/2012 08:00:00 PM,14,31
01/22/2017 04:00:00 PM,32,20
09/06/2017 04:00:00 AM,2,7
08/24/2013 05:00:00 PM,69,80
09/16/2017 05:00:00 PM,80,88
06/20/2013 12:00:00 AM,4,8
01/25/2013 03:00:00 PM,48,64
04/21/2015 04:00:00 AM,5,2
01/19/2018 09:00:00 PM,18,15
03/20/2017 08:00:00 PM,12,40
11/01/2017 12:00:00 AM,1,5
03/24/2017 08:00:00 AM,130,99
08/01/2016 10:00:00 PM,8,35
08/20/2013 01:00:00 PM,68,63
04/03/2015 01:00:00 PM,25,27
04/06/2017 07:00:00 PM,64,84
01/06/2013 12:00:00 AM,5,6
03/29/2013 11:00:00 PM,10,22
01/13/2018 01:00:00 AM,4,2
03/20/2015 03:00:00 AM,1,3
06/04/2014 11:00:00 AM,54,50
08/09/2018 02:00:00 AM,3,0
08/13/2015 05:00:00 AM,21,16
06/07/2017 01:00:00 PM,51,57
11/09/2014 04:00:00 AM,1,2
02/08/2014 02:00:00 PM,60,30
05/25/2016 04:00:00 AM,3,6
04/18/2013 12:00:00 AM,4,2
09/19/2014 11:00:00 AM,58,35
12/28/2017 07:00:00 AM,44,39
02/16/2015 03:00:00 PM,72,76
06/05/2015 03:00:00 PM,99,151
08/06/2015 10:00:00 AM,59,63
02/22/2015 02:00:00 AM,4,2
08/17/2017 11:00:00 PM,15,12
01/12/2016 03:00:00 PM,29,44
12/08/2013 10:00:00 PM,4,8
12/21/2017 11:00:00 PM,6,2
03/30/2018 07:00:00 PM,37,68
04/08/2016 02:00:00 PM,66,59
05/04/2014 08:00:00 PM,13,14
10/20/2012 08:00:00 AM,28,18
04/13/2013 01:00:00 PM,45,26
12/11/2016 06:00:00 AM,3,4
12/23/2015 06:00:00 AM,38,21
07/30/2015 11:00:00 PM,22,23
01/20/2018 09:00:00 PM,8,7
08/03/2014 05:00:00 AM,2,5
07/06/2013 09:00:00 PM,39,45
10/17/2013 09:00:00 PM,30,33
09/14/2014 06:00:00 AM,9,10
04/21/2017 10:00:00 PM,21,24
02/03/2014 12:00:00 PM,28,22
12/21/2012 07:00:00 AM,67,36
04/20/2015 06:00:00 AM,89,48
11/23/2012 04:00:00 AM,1,2
05/08/2018 02:00:00 PM,65,71
10/06/2012 04:00:00 PM,107,76
11/09/2015 07:00:00 AM,184,76
01/15/2018 05:00:00 PM,58,213
05/19/2017 06:00:00 AM,216,63
08/09/2018 03:00:00 AM,1,3
11/16/2014 02:00:00 PM,70,46
10/20/2017 10:00:00 PM,11,16
10/19/2013 01:00:00 PM,47,38
08/27/2013 03:00:00 AM,0,3
05/01/2014 09:00:00 AM,294,127
03/12/2015 01:00:00 PM,0,63
08/06/2013 03:00:00 AM,0,3
03/16/2013 12:00:00 PM,60,30
09/15/2014 03:00:00 PM,97,89
09/25/2014 05:00:00 AM,18,5
10/11/2015 03:00:00 PM,102,84
07/24/2016 01:00:00 PM,104,103
04/07/2017 03:00:00 PM,23,49
02/06/2018 07:00:00 PM,43,76
10/18/2015 06:00:00 AM,4,7
02/01/2013 11:00:00 AM,27,31
07/23/2016 12:00:00 AM,6,10
12/30/2013 08:00:00 AM,142,66
11/05/2014 01:00:00 PM,0,67
11/07/2017 09:00:00 AM,115,126
12/08/2015 03:00:00 PM,30,37
01/12/2015 02:00:00 PM,82,0
03/20/2014 05:00:00 AM,12,7
04/15/2015 01:00:00 PM,54,44
06/15/2018 07:00:00 AM,197,185
07/01/2017 10:00:00 PM,16,26
06/24/2013 08:00:00 AM,160,84
03/15/2015 08:00:00 PM,4,3
09/15/2015 11:00:00 AM,46,41
11/14/2016 02:00:00 PM,45,37
01/14/2016 06:00:00 PM,102,183
11/13/2015 01:00:00 PM,18,17
01/04/2013 12:00:00 PM,15,30
06/22/2018 03:00:00 PM,80,114
12/24/2016 11:00:00 AM,21,16
10/31/2014 11:00:00 PM,12,6
10/04/2013 05:00:00 PM,182,343
07/05/2014 02:00:00 AM,9,3
11/17/2012 09:00:00 AM,25,21
04/24/2013 01:00:00 PM,61,62
05/22/2016 03:00:00 PM,99,98
06/16/2013 05:00:00 AM,5,0
10/24/2014 03:00:00 PM,50,83
02/26/2017 06:00:00 AM,9,3
02/10/2017 06:00:00 PM,40,133
06/29/2014 05:00:00 PM,110,93
12/20/2012 01:00:00 PM,18,6
02/07/2017 01:00:00 AM,0,1
06/07/2016 01:00:00 AM,0,5
09/21/2014 08:00:00 PM,19,33
03/28/2018 08:00:00 AM,245,217
05/15/2017 02:00:00 PM,18,38
11/16/2012 09:00:00 PM,7,14
08/28/2015 05:00:00 AM,19,10
12/22/2016 09:00:00 PM,12,7
02/07/2018 10:00:00 PM,10,14
07/17/2015 09:00:00 PM,30,37
08/25/2013 05:00:00 AM,8,3
09/18/2017 05:00:00 AM,13,16
09/30/2015 02:00:00 AM,4,2
01/14/2015 08:00:00 AM,325,1
12/19/2012 09:00:00 PM,3,6
04/05/2015 11:00:00 PM,3,6
03/10/2017 12:00:00 AM,2,5
04/16/2013 07:00:00 PM,100,96
09/07/2015 12:00:00 PM,93,60
12/06/2016 07:00:00 AM,126,71
03/19/2015 03:00:00 AM,1,3
05/28/2018 09:00:00 AM,51,59
06/23/2016 01:00:00 AM,5,1
01/25/2014 10:00:00 PM,16,8
06/27/2016 02:00:00 PM,36,46
02/05/2014 01:00:00 PM,30,127
09/04/2014 10:00:00 PM,25,49
04/11/2014 08:00:00 PM,31,42
09/20/2017 08:00:00 PM,30,57
11/23/2014 07:00:00 AM,5,3
12/17/2014 12:00:00 PM,31,2
09/13/2013 10:00:00 AM,74,54
09/04/2016 07:00:00 PM,56,42
01/12/2013 12:00:00 PM,27,15
03/24/2014 09:00:00 AM,188,111
01/05/2015 07:00:00 PM,36,54
08/24/2015 11:00:00 AM,52,46
08/29/2018 09:00:00 AM,137,153
11/04/2012 04:00:00 AM,1,2
04/22/2015 07:00:00 AM,229,67
04/20/2013 02:00:00 PM,78,48
10/01/2013 07:00:00 AM,189,75
08/17/2013 08:00:00 PM,53,50
11/14/2012 11:00:00 AM,36,28
08/24/2013 09:00:00 PM,17,19
11/04/2012 01:00:00 AM,6,4
01/19/2018 05:00:00 PM,93,288
01/22/2018 12:00:00 PM,32,31
05/21/2015 09:00:00 PM,44,43
06/12/2016 02:00:00 AM,3,8
01/27/2015 11:00:00 PM,8,13
06/14/2014 12:00:00 AM,8,15
09/24/2017 02:00:00 AM,2,4
09/30/2017 05:00:00 PM,32,26
05/05/2014 02:00:00 PM,39,31
03/26/2017 05:00:00 AM,2,1
11/30/2012 05:00:00 AM,18,5
07/30/2015 02:00:00 AM,5,2
09/29/2015 08:00:00 AM,426,191
10/27/2015 05:00:00 PM,168,458
11/09/2014 08:00:00 PM,7,8
09/20/2013 05:00:00 AM,20,9
11/18/2015 02:00:00 PM,35,38
03/08/2016 10:00:00 PM,9,14
02/03/2013 11:00:00 PM,4,6
03/15/2017 06:00:00 AM,54,29
09/05/2015 12:00:00 PM,88,69
02/21/2015 08:00:00 AM,43,23
01/19/2015 04:00:00 AM,2,1
11/12/2013 04:00:00 PM,68,108
01/17/2018 09:00:00 PM,11,13
09/12/2015 02:00:00 PM,131,99
01/16/2014 08:00:00 AM,269,113
09/09/2014 04:00:00 AM,9,2
07/27/2014 04:00:00 AM,4,3
02/28/2014 11:00:00 AM,62,39
08/13/2016 09:00:00 AM,76,51
03/15/2014 06:00:00 AM,7,9
01/18/2016 06:00:00 PM,55,115
10/20/2016 04:00:00 AM,2,1
08/27/2015 02:00:00 PM,46,77
09/10/2014 08:00:00 AM,411,177
01/04/2013 02:00:00 PM,45,34
01/18/2013 09:00:00 PM,13,8
01/12/2013 08:00:00 AM,13,12
01/10/2018 01:00:00 PM,22,25
09/06/2017 10:00:00 AM,49,50
08/03/2016 03:00:00 PM,68,93
03/26/2016 07:00:00 AM,20,16
06/18/2016 07:00:00 PM,32,38
01/28/2017 07:00:00 AM,9,14
12/12/2014 10:00:00 PM,15,12
05/13/2014 12:00:00 PM,68,59
06/11/2014 12:00:00 AM,10,16
01/09/2016 01:00:00 PM,54,50
09/25/2016 11:00:00 PM,2,7
06/12/2016 12:00:00 AM,9,11
10/30/2014 07:00:00 AM,191,71
07/03/2015 10:00:00 PM,35,34
05/06/2017 12:00:00 AM,2,10
06/09/2015 02:00:00 PM,55,63
08/04/2015 01:00:00 PM,46,43
05/27/2015 06:00:00 PM,195,308
04/30/2016 11:00:00 PM,10,17
12/23/2017 03:00:00 AM,1,0
07/24/2017 09:00:00 PM,41,63
12/11/2017 11:00:00 AM,23,27
02/29/2016 03:00:00 AM,1,0
08/23/2015 11:00:00 AM,103,60
04/09/2015 06:00:00 AM,70,48
09/07/2014 01:00:00 PM,109,117
11/20/2013 06:00:00 PM,117,206
12/26/2014 08:00:00 PM,2,6
06/21/2013 08:00:00 PM,63,41
03/12/2013 12:00:00 AM,5,4
04/18/2016 07:00:00 AM,363,133
11/09/2014 10:00:00 PM,8,3
02/06/2015 07:00:00 PM,25,59
08/06/2013 08:00:00 PM,84,64
03/11/2018 12:00:00 AM,4,2
06/09/2014 07:00:00 AM,301,106
06/14/2014 05:00:00 PM,83,52
05/13/2017 02:00:00 PM,50,49
08/29/2015 09:00:00 AM,22,13
05/12/2016 03:00:00 PM,86,108
05/08/2013 11:00:00 AM,58,35
02/14/2017 09:00:00 PM,18,14
09/01/2013 11:00:00 PM,36,31
05/26/2014 02:00:00 PM,158,111
12/10/2013 11:00:00 PM,6,15
03/17/2016 12:00:00 AM,4,3
10/23/2017 04:00:00 AM,5,3
06/27/2014 06:00:00 AM,79,40
12/22/2016 12:00:00 AM,4,5
08/11/2013 09:00:00 AM,83,54
10/13/2017 01:00:00 PM,39,30
06/06/2014 02:00:00 PM,96,90
12/06/2015 08:00:00 PM,4,10
06/01/2016 04:00:00 PM,130,261
10/18/2015 09:00:00 AM,27,25
08/21/2016 03:00:00 PM,91,84
01/05/2016 01:00:00 PM,20,16
11/13/2013 03:00:00 AM,2,0
11/03/2012 01:00:00 PM,47,35
07/29/2016 04:00:00 AM,4,5
12/12/2013 04:00:00 AM,2,1
02/19/2013 03:00:00 AM,0,2
05/26/2018 01:00:00 AM,8,9
10/06/2016 07:00:00 AM,210,127
10/07/2016 03:00:00 PM,46,90
10/12/2016 06:00:00 AM,74,53
08/18/2014 03:00:00 PM,80,92
08/12/2014 12:00:00 AM,5,8
10/19/2017 04:00:00 PM,37,129
11/06/2017 05:00:00 AM,19,10
10/01/2014 03:00:00 AM,1,3
11/17/2012 10:00:00 PM,5,7
01/18/2016 05:00:00 PM,73,160
04/11/2018 05:00:00 AM,16,12
07/30/2016 09:00:00 AM,72,55
04/20/2014 08:00:00 PM,20,24
03/08/2013 06:00:00 AM,73,33
06/10/2015 02:00:00 AM,6,4
02/06/2013 04:00:00 AM,5,2
06/08/2014 06:00:00 AM,18,11
03/21/2016 04:00:00 AM,1,2
02/27/2016 03:00:00 PM,92,53
09/11/2013 10:00:00 AM,76,52
04/23/2013 03:00:00 PM,81,103
10/04/2016 02:00:00 AM,2,3
08/22/2014 12:00:00 PM,70,63
11/10/2014 10:00:00 PM,16,33
03/07/2016 11:00:00 AM,16,10
09/27/2013 01:00:00 PM,39,23
02/16/2018 12:00:00 PM,21,23
12/22/2013 05:00:00 PM,10,12
01/07/2018 12:00:00 PM,25,19
01/16/2014 11:00:00 PM,7,9
09/13/2017 06:00:00 PM,151,360
08/03/2014 01:00:00 AM,2,6
01/09/2016 09:00:00 PM,6,11
05/14/2016 04:00:00 PM,55,36
05/09/2017 08:00:00 AM,421,275
04/18/2016 01:00:00 PM,40,70
08/01/2014 01:00:00 AM,3,5
10/22/2015 09:00:00 PM,22,32
11/13/2012 09:00:00 PM,8,29
04/17/2017 08:00:00 AM,238,189
01/25/2013 06:00:00 PM,53,109
06/12/2015 01:00:00 PM,56,58
01/14/2014 05:00:00 AM,13,11
08/17/2015 11:00:00 AM,56,55
02/05/2018 01:00:00 PM,24,26
06/21/2018 11:00:00 PM,22,27
08/07/2013 12:00:00 PM,63,55
05/24/2017 06:00:00 PM,161,366
02/02/2018 09:00:00 AM,69,79
06/26/2014 04:00:00 AM,6,2
06/25/2018 04:00:00 AM,3,5
01/23/2017 07:00:00 PM,37,81
11/28/2016 09:00:00 AM,120,102
03/17/2017 01:00:00 AM,4,5
08/19/2015 07:00:00 AM,337,148
02/18/2013 05:00:00 AM,8,3
04/24/2018 12:00:00 PM,44,40
06/20/2016 01:00:00 PM,44,43
12/14/2016 07:00:00 AM,118,72
09/13/2017 02:00:00 PM,47,63
08/17/2015 10:00:00 PM,23,18
07/30/2013 11:00:00 PM,13,26
12/29/2013 05:00:00 PM,24,27
03/07/2016 10:00:00 AM,12,18
05/18/2015 04:00:00 AM,7,3
03/28/2013 04:00:00 PM,127,109
04/13/2015 07:00:00 AM,164,50
06/10/2015 03:00:00 AM,1,2
04/25/2018 07:00:00 AM,329,244
09/29/2016 05:00:00 AM,23,15
08/17/2018 08:00:00 PM,60,68
05/18/2017 09:00:00 PM,38,44
06/16/2015 01:00:00 PM,46,54
12/19/2016 10:00:00 PM,2,4
07/11/2015 10:00:00 AM,62,64
07/03/2016 08:00:00 PM,25,26
02/03/2017 05:00:00 AM,12,9
08/01/2014 12:00:00 AM,11,14
11/30/2015 10:00:00 PM,4,9
07/06/2017 02:00:00 PM,48,69
12/23/2014 05:00:00 AM,15,4
09/08/2016 12:00:00 PM,44,38
09/29/2016 12:00:00 PM,46,67
05/14/2014 05:00:00 PM,288,635
12/11/2015 05:00:00 AM,15,7
05/11/2014 08:00:00 PM,31,21
08/14/2014 10:00:00 PM,33,31
04/04/2018 08:00:00 AM,193,169
06/26/2015 07:00:00 AM,303,104
09/11/2014 06:00:00 AM,89,48
01/05/2017 07:00:00 AM,122,58
11/26/2015 06:00:00 AM,5,2
07/16/2016 10:00:00 AM,63,62
04/02/2018 04:00:00 AM,5,4
06/25/2016 10:00:00 AM,69,66
10/27/2013 07:00:00 AM,8,3
05/13/2014 02:00:00 PM,112,73
09/09/2017 09:00:00 PM,16,19
02/25/2017 11:00:00 AM,43,42
08/08/2016 12:00:00 AM,2,8
06/28/2014 06:00:00 PM,62,61
12/19/2017 11:00:00 PM,3,1
07/20/2015 05:00:00 AM,24,18
03/26/2018 06:00:00 PM,81,178
07/29/2013 02:00:00 AM,4,6
10/11/2012 02:00:00 PM,52,56
04/20/2015 07:00:00 AM,291,107
01/23/2018 12:00:00 AM,3,4
01/15/2014 04:00:00 AM,3,5
03/22/2015 06:00:00 PM,23,27
03/30/2015 02:00:00 PM,68,18
09/26/2013 03:00:00 AM,1,0
08/25/2014 06:00:00 AM,124,63
01/19/2014 07:00:00 AM,3,6
09/05/2014 03:00:00 AM,4,2
06/21/2013 10:00:00 AM,70,45
12/01/2017 08:00:00 PM,7,23
01/10/2013 12:00:00 AM,2,4
04/03/2018 11:00:00 AM,40,48
04/08/2017 12:00:00 AM,0,6
07/25/2014 07:00:00 PM,76,124
05/05/2014 07:00:00 AM,298,88
10/26/2017 01:00:00 AM,6,2
05/25/2015 11:00:00 PM,4,12
11/27/2016 05:00:00 AM,3,2
02/15/2015 01:00:00 PM,134,67
02/07/2017 09:00:00 AM,62,51
11/25/2015 05:00:00 PM,79,167
06/01/2018 09:00:00 PM,51,37
02/21/2016 10:00:00 AM,28,24
01/22/2015 01:00:00 PM,38,0
04/04/2013 07:00:00 AM,154,66
10/06/2012 09:00:00 AM,59,55
03/03/2017 08:00:00 AM,154,115
12/17/2014 01:00:00 AM,3,2
12/15/2012 02:00:00 PM,18,15
08/08/2017 05:00:00 AM,42,12
05/10/2018 07:00:00 PM,78,131
02/05/2014 07:00:00 AM,139,44
01/20/2018 02:00:00 PM,25,93
03/05/2018 04:00:00 PM,53,166
04/20/2013 01:00:00 PM,59,44
04/09/2018 03:00:00 AM,0,2
04/26/2014 05:00:00 AM,3,47
04/24/2015 05:00:00 PM,95,244
01/04/2017 01:00:00 AM,0,1
10/06/2016 10:00:00 PM,11,22
05/27/2014 07:00:00 AM,406,129
06/11/2013 07:00:00 AM,276,108
04/14/2013 10:00:00 PM,4,10
04/12/2016 11:00:00 AM,35,33
03/14/2018 09:00:00 AM,89,123
07/07/2015 09:00:00 PM,48,46
01/26/2014 05:00:00 AM,4,1
05/26/2018 09:00:00 AM,51,52
07/27/2014 11:00:00 PM,3,11
05/25/2016 02:00:00 AM,0,2
02/07/2018 01:00:00 PM,39,28
10/24/2014 01:00:00 AM,6,1
10/31/2015 11:00:00 PM,4,2
08/20/2015 09:00:00 AM,161,106
07/23/2014 06:00:00 PM,89,160
12/24/2014 05:00:00 AM,6,0
12/08/2015 08:00:00 PM,14,21
02/05/2015 01:00:00 AM,4,1
10/08/2015 02:00:00 AM,2,3
05/29/2014 06:00:00 PM,192,354
08/26/2013 11:00:00 AM,40,42
08/17/2015 12:00:00 AM,6,12
04/03/2013 05:00:00 PM,158,369
02/26/2013 11:00:00 AM,34,23
11/08/2013 03:00:00 PM,62,55
02/18/2015 05:00:00 PM,170,330
09/18/2014 12:00:00 PM,41,33
05/21/2018 06:00:00 AM,102,87
10/28/2016 11:00:00 AM,57,38
08/05/2018 04:00:00 PM,86,105
06/09/2018 10:00:00 PM,8,7
05/09/2016 07:00:00 AM,392,142
05/16/2013 05:00:00 AM,27,13
07/27/2017 07:00:00 AM,184,151
12/02/2013 08:00:00 AM,211,97
08/14/2017 02:00:00 PM,50,75
10/20/2017 09:00:00 PM,7,20
10/16/2014 03:00:00 PM,80,103
04/20/2013 06:00:00 PM,24,16
